customer_id,customer_name,date_of_birth,address,country,nationality,customer_type,account_created_date,account_age_days,risk_rating
CUST_78,Tracy Owens,1951-07-03,"05713 Leslie Parks, Port Andrealand, MS 28169",France,UAE,Individual,2019-09-24,2503,HIGH
CUST_79,Tracy Dawson,1956-03-14,"52689 Patricia Mews Apt. 410, South Rebeccashire, VI 26402",Canada,Canada,Business,2017-01-14,3486,MEDIUM
CUST_80,David White,1996-09-07,"513 David Mall Apt. 041, Wallsview, NM 81657",India,Singapore,Business,2019-09-14,2513,HIGH
CUST_81,John Estrada,1977-08-20,"879 Long Lakes Suite 762, Jameshaven, NY 28753",France,UK,Business,2023-02-07,1271,MEDIUM
CUST_82,Todd Williams,1985-03-08,"3048 Emily Crest, Hernandezfurt, WY 17288",Singapore,Canada,Individual,2019-09-26,2501,LOW
CUST_83,Jillian Brown,1954-11-15,"57618 Johnston Land, Annettemouth, TN 35891",USA,Australia,Individual,2026-03-23,131,LOW
CUST_84,Jacqueline Thomas,1971-06-15,"Unit 5087 Box 2618, DPO AA 89387",Brazil,Canada,Business,2019-08-14,2544,HIGH
CUST_85,Angela Sutton,1982-04-24,"77025 Clinton Extensions Suite 015, North Michelle, AK 44528",Singapore,India,Business,2019-07-09,2580,LOW
CUST_86,Brian Miller,1985-04-18,"229 Bryan Stream Apt. 715, Jacksonhaven, WV 02514",France,Canada,Individual,2023-11-08,997,HIGH
CUST_87,Robert Ruiz,1988-12-07,"9136 Samantha Lakes, North Andreafort, ID 57796",USA,USA,Individual,2021-02-05,2003,MEDIUM
CUST_88,Grace Jones,1994-06-22,"USNS Bryant, FPO AP 18260",UAE,USA,Individual,2017-06-18,3331,MEDIUM
CUST_89,Kendra Harris,1948-12-29,"06156 Joyce Cape Suite 516, Port Nicole, MA 04558",Singapore,Australia,Individual,2025-09-11,324,LOW
CUST_90,Dawn Ross,1996-08-30,"Unit 6921 Box 8874, DPO AA 18873",India,India,Business,2023-12-25,950,LOW
CUST_91,Martha Vaughn,1987-09-12,"PSC 2958, Box 0419, APO AE 80181",USA,UK,Business,2018-06-04,2980,HIGH
CUST_92,Amanda Chen,1983-10-02,"128 Soto Burgs Suite 621, Ramosmouth, PR 07414",UAE,France,Business,2023-07-15,1113,HIGH
CUST_93,James Jackson,2006-10-21,"772 Benjamin Lakes Suite 941, Hugheston, TN 49944",France,Singapore,Individual,2019-05-12,2638,HIGH
CUST_94,Gregg Bailey,1977-04-11,"411 Breanna Run Suite 084, Vasquezstad, MS 31754",Canada,Germany,Individual,2023-03-14,1236,MEDIUM
CUST_95,Matthew Campbell,1991-07-06,"2181 Lauren Track Suite 256, Braunport, LA 71917",India,Brazil,Business,2025-09-18,317,LOW
CUST_96,Dawn Wells,1973-10-08,"68058 Jeremy Fords Apt. 009, Mitchellshire, FM 79548",Brazil,USA,Business,2020-02-03,2371,HIGH
CUST_97,Michael Nunez,1965-01-15,"867 Lisa Stravenue, Bakermouth, NJ 83195",UAE,Brazil,Individual,2024-02-04,909,HIGH
CUST_98,Joshua Hensley,1975-02-15,"5127 Kevin Tunnel Suite 395, Brittanyberg, DC 82206",UK,Brazil,Business,2017-03-21,3420,MEDIUM
CUST_99,Amy Chavez,1954-07-01,"051 Michael Roads, New Susan, VA 83771",UAE,USA,Individual,2025-01-28,550,LOW
CUST_100,Kathryn Brown,1950-02-28,"9169 Mary Curve Suite 022, Williammouth, VA 97526",France,France,Business,2025-05-18,440,MEDIUM
CUST_101,Alex Martin,1956-06-30,"270 William Branch Suite 665, New Ronald, AZ 04768",Canada,Australia,Business,2020-08-27,2165,HIGH
CUST_102,George Clements,1955-01-03,"832 Armstrong Drives, East Hannahshire, KS 15741",France,USA,Business,2025-05-07,451,MEDIUM
CUST_103,Megan Cruz,2003-07-23,"08354 Olivia Square Suite 982, Foxshire, ID 67964",USA,Germany,Individual,2024-10-05,665,LOW
CUST_104,Kelly Mendoza,2007-10-11,"05755 Allison Ford, North Carmenview, GU 15944",Canada,India,Individual,2025-02-25,522,LOW
CUST_105,Lisa Lane,1967-12-14,"2462 Sharon Bridge, Garrettville, RI 80427",Singapore,Canada,Individual,2018-01-05,3130,MEDIUM
CUST_106,Tanya Bradley,1957-05-24,"515 David Bridge Suite 485, Michellehaven, VA 71190",Brazil,France,Business,2025-07-31,366,HIGH
CUST_107,Richard Johnson,1949-10-31,"927 Black Glen, West Tracy, MO 00597",Canada,India,Individual,2021-02-14,1994,MEDIUM
CUST_108,Theresa Jones,1973-01-21,"29311 Jones Loaf Apt. 279, East Ashleyland, UT 12013",UK,India,Individual,2018-10-29,2833,LOW
CUST_109,Kimberly Campbell,1977-10-29,"6635 Burch Crest Apt. 879, Goodmanchester, PA 37824",Singapore,Canada,Individual,2020-11-05,2095,MEDIUM
CUST_110,Elizabeth Castaneda,1972-12-04,"700 Ortega Trail Suite 366, Port Katiebury, NY 98347",Singapore,Canada,Individual,2016-12-10,3521,LOW
CUST_111,Carlos Dennis,1999-11-09,"PSC 6604, Box 7366, APO AE 91721",Canada,Germany,Business,2017-10-02,3225,LOW
CUST_112,Christine Moore,1967-11-08,"242 Wesley Ville Apt. 069, Smithhaven, IL 47982",France,USA,Individual,2026-04-18,105,LOW
CUST_113,John Bell,1946-07-14,"PSC 6297, Box 6840, APO AE 78439",USA,India,Business,2020-12-08,2062,HIGH
CUST_114,Patricia Bailey,1970-10-05,"578 Morgan Lodge, Joland, KS 43136",Canada,Germany,Business,2016-12-29,3502,LOW
CUST_115,Robert Serrano,1953-08-17,"68204 Johnson Mews Apt. 811, Port Aaron, MO 60833",Singapore,Brazil,Business,2022-02-07,1636,LOW
CUST_116,Jennifer Diaz,1955-04-15,"6704 Smith Mission, South Jacob, AK 58846",Canada,France,Business,2022-03-17,1598,LOW
CUST_117,Donald Ellis,1991-12-07,"40207 Wood Neck Suite 305, Bookerton, OR 88322",Canada,UK,Business,2025-12-03,241,HIGH
CUST_118,David Wright,2007-07-21,"90662 Melissa Divide Suite 779, New Sonyaburgh, MP 42278",Canada,Canada,Individual,2021-02-16,1992,LOW
CUST_119,Joshua Oliver,1958-07-13,"214 Bonnie Islands, Jacobshire, MA 81662",UK,UAE,Individual,2017-01-23,3477,MEDIUM
CUST_120,Haley King DDS,1978-05-03,"92107 Steven Grove, Russellport, TN 24232",Australia,USA,Business,2018-01-23,3112,HIGH
CUST_121,Melissa Horne,1974-01-23,"62323 James Ports Apt. 891, South Tonystad, MD 74718",Canada,France,Business,2019-03-18,2693,LOW
CUST_122,Michael Burnett,1955-03-21,"470 Bauer Ramp, Bettyborough, HI 00597",Brazil,Brazil,Business,2019-03-04,2707,LOW
CUST_123,Nicholas Thompson,1974-01-17,"896 Burgess Gardens Suite 518, New Shannonchester, LA 16653",France,India,Individual,2020-06-23,2230,LOW
CUST_124,Amanda Moyer,1949-01-10,"970 Good Court Suite 759, Foleychester, PW 52820",Germany,UAE,Individual,2018-05-09,3006,MEDIUM
CUST_125,Tiffany Salazar MD,1994-02-01,"3347 Vaughn Forges, West Angelashire, NY 75970",Germany,UAE,Business,2021-04-04,1945,MEDIUM
CUST_126,Ryan Cole,1947-02-26,"73603 Shaw Crossroad, New Bradley, VA 26052",India,USA,Individual,2026-01-17,196,LOW
CUST_127,Renee Rivas,1951-01-21,"351 Rose Road Suite 234, Cooperton, NM 10790",Singapore,Brazil,Business,2025-01-23,555,HIGH
CUST_128,Katherine Davis,1954-10-15,"963 Henry Canyon Apt. 106, New Gregory, WI 54934",Singapore,UK,Individual,2020-09-26,2135,LOW
CUST_129,Michael Ferguson,1969-09-07,"9601 Julia Circle Apt. 297, Websterstad, CA 33374",Australia,Singapore,Individual,2017-08-21,3267,MEDIUM
CUST_130,Eileen Ruiz,1989-09-18,"983 Eric Heights Suite 211, East Alexander, MH 36455",UAE,Australia,Business,2017-04-09,3401,LOW
CUST_131,Yvonne Moody MD,2005-06-23,"25099 Samantha Ferry, New Scottfort, DE 83312",India,Canada,Business,2021-12-18,1687,MEDIUM
CUST_132,Stephanie Washington,1961-12-23,"5698 Daniel Crossing Suite 331, West Russellborough, NE 03807",UAE,UAE,Business,2023-09-26,1040,LOW
CUST_133,Dustin Snyder,1999-09-20,"43725 Cervantes Plaza Apt. 732, Williamschester, SC 26457",France,Singapore,Individual,2024-04-23,830,MEDIUM
CUST_134,Jacqueline Carson,1978-01-16,"76546 Watson Viaduct, Davidchester, KY 51784",Germany,Brazil,Individual,2026-02-27,155,MEDIUM
CUST_135,Diana Reeves,1969-06-11,"PSC 7360, Box 6193, APO AE 27289",Canada,USA,Business,2016-08-30,3623,HIGH
CUST_136,Lacey Sanchez,1966-04-30,"640 Brian Shores Apt. 590, Hernandezburgh, SC 01033",India,UAE,Business,2021-06-16,1872,MEDIUM
CUST_137,Jesse Adkins,1960-07-28,"57228 Heather Camp, West Alicia, WA 11563",India,UK,Business,2023-12-16,959,MEDIUM
CUST_138,Joe Rogers,1971-10-21,"08975 Margaret Glen Apt. 359, Vegaland, AS 48336",Singapore,Canada,Individual,2026-05-01,92,HIGH
CUST_139,James Delacruz,1964-10-13,"553 Mike Summit Suite 349, South Mark, VT 99004",France,USA,Business,2020-03-02,2343,HIGH
CUST_140,Dawn Perez,1962-12-27,"3163 Zachary Wells, Walkerville, AZ 37768",UAE,Canada,Business,2023-04-04,1215,MEDIUM
CUST_141,Ann Johnson,1960-08-10,"3303 Bryant Drives Suite 154, Maryborough, NY 22746",Brazil,UK,Business,2025-05-09,449,MEDIUM
CUST_142,Michael Mora,1955-03-22,"192 Moran Courts Suite 748, Wagnerberg, KY 46277",Brazil,UK,Individual,2023-07-18,1110,LOW
CUST_143,Juan Ellis,1957-04-28,"709 Murphy Village Apt. 580, West Curtistown, ME 50795",France,Australia,Individual,2020-10-05,2126,LOW
CUST_144,Logan Reeves,2001-05-26,"481 Richard Locks, North Paul, NJ 32866",USA,Singapore,Individual,2019-09-13,2514,LOW
CUST_145,Angela Leon,1987-09-29,"USCGC Reyes, FPO AP 45958",India,UK,Business,2022-05-15,1539,MEDIUM
CUST_146,Jennifer Armstrong,1987-04-17,"384 Christine Trafficway Suite 305, Pattersonburgh, MP 51897",UAE,India,Individual,2019-07-08,2581,MEDIUM
CUST_147,Anthony Hudson Jr.,1961-11-19,"683 Crawford Village, East Tiffanybury, LA 41699",France,Germany,Individual,2017-11-14,3182,HIGH
CUST_148,Lisa Flynn,1977-12-08,"43574 Hughes Brook, West Susan, MT 93999",Canada,Singapore,Individual,2018-03-05,3071,MEDIUM
CUST_149,Carla Howell,1969-07-27,"USNS Jones, FPO AP 12049",France,USA,Individual,2017-03-21,3420,MEDIUM
CUST_150,Savannah Parker,1994-04-15,"834 Garner Roads, South Sierra, ID 80773",Brazil,Singapore,Business,2018-02-10,3094,LOW
CUST_151,Michael Stark,1965-11-11,"02884 Schmitt Street Apt. 094, North Judy, MA 89566",USA,Canada,Business,2024-02-17,896,MEDIUM
CUST_152,Henry Johnson,1950-09-10,"2051 Miller Greens Suite 387, Hoffmanville, FM 20681",USA,USA,Business,2026-03-25,129,MEDIUM
CUST_153,Noah May,1995-11-17,"6809 Tammy Field, Markstad, FM 82838",Australia,Germany,Individual,2020-04-02,2312,MEDIUM
CUST_154,Elizabeth Romero,1980-01-30,"1048 Hernandez Underpass, North Jessica, GA 58959",UK,USA,Individual,2021-09-01,1795,HIGH
CUST_155,Tracy Johnston,1954-03-10,"USS Burns, FPO AP 20390",Australia,Singapore,Individual,2016-09-10,3612,LOW
CUST_156,Loretta Johnson,1983-10-15,"PSC 7130, Box 7300, APO AA 93372",India,India,Business,2021-01-22,2017,HIGH
CUST_157,Mr. Scott Hahn,1973-09-13,"510 Chambers Turnpike, North Steven, NJ 59051",UK,Singapore,Business,2019-06-23,2596,MEDIUM
CUST_158,Jessica Watson,1952-11-04,"5050 Aaron Alley Suite 731, Christinemouth, VT 98860",USA,UAE,Individual,2016-11-02,3559,MEDIUM
CUST_159,Karen Johnson,1995-01-06,"320 Price Vista Apt. 997, Robertbury, CO 64458",Canada,USA,Business,2026-05-24,69,MEDIUM
CUST_160,Janice White,1993-10-04,"60667 Shaw Loop Suite 006, Lake Robert, NM 47751",UAE,Canada,Individual,2022-09-08,1423,MEDIUM
CUST_161,Ethan Martin,1997-04-29,"8957 Cole Knoll, West Elizabethberg, MS 85116",USA,USA,Business,2020-01-03,2402,LOW
CUST_162,Traci Phillips,1978-01-07,"616 Webb Gateway Apt. 740, Petermouth, MN 96876",Germany,Australia,Business,2019-01-06,2764,MEDIUM
CUST_163,Clayton Rollins,1954-12-26,"372 Ortiz Springs Suite 476, Jacksonbury, MS 75451",Australia,India,Business,2023-08-29,1068,HIGH
CUST_164,Megan Morris,1950-07-15,"34626 Roberson Crossing Suite 850, Doughertychester, HI 64914",UAE,Brazil,Individual,2022-08-31,1431,LOW
CUST_165,Paul Bowen,1968-03-07,"379 Greer Motorway Suite 112, Averyfort, AS 52345",Brazil,Brazil,Individual,2017-08-12,3276,HIGH
CUST_166,Vanessa Dunn,1971-05-27,"92901 Williams Mill Apt. 278, South Carlmouth, SD 08072",France,USA,Business,2023-08-15,1082,LOW
CUST_167,Michelle Friedman,1972-11-26,"8061 Michael Forges, South Rebeccaberg, MO 55792",UK,France,Business,2026-07-15,17,HIGH
CUST_168,Audrey Vincent,1957-01-27,"791 Sweeney Run, North Michaelfurt, DC 69518",Canada,Germany,Business,2016-08-08,3645,HIGH
CUST_169,Joshua Duran,2007-03-21,"95932 Megan Passage Suite 194, Derekbury, MD 41277",India,Canada,Individual,2022-11-24,1346,HIGH
CUST_170,Christine Peck,1981-11-27,"0807 John Forges, Gomezville, WI 24449",France,Canada,Individual,2024-03-13,871,LOW
CUST_171,Michael Cervantes III,1962-02-20,"3943 William Station, South Alexander, MS 86175",USA,UAE,Individual,2020-12-23,2047,LOW
CUST_172,Rebecca Dunlap,1976-07-06,"451 Mark Field Apt. 052, Youngstad, AS 51706",UK,Canada,Business,2020-11-16,2084,LOW
CUST_173,Thomas Christensen,1969-05-22,"8104 Roberts Track, Port Thomas, VT 16752",Canada,Australia,Business,2024-11-04,635,MEDIUM
CUST_174,Marissa Roberts,1947-07-27,"237 Lane Harbor Apt. 350, Port Brianfurt, PW 69127",Singapore,Australia,Individual,2017-04-29,3381,MEDIUM
CUST_175,Leah Farrell,2005-07-10,"585 Gaines Walks Apt. 245, Griffinport, SC 21855",USA,Brazil,Individual,2017-03-17,3424,HIGH
CUST_176,Joshua Cabrera,1980-10-02,"74247 Thomas Tunnel, North Thomas, PW 45841",India,France,Business,2024-06-10,782,LOW
CUST_177,Samantha Martinez,1984-08-07,"PSC 6237, Box 7139, APO AE 03718",UAE,France,Individual,2017-05-25,3355,MEDIUM
CUST_178,Tina Villegas,2007-10-24,"81634 Livingston Road, Aguirretown, MT 84919",India,Brazil,Business,2019-06-29,2590,MEDIUM
CUST_179,Roy Aguirre,2000-02-20,"154 Steve Trace Suite 246, North Lonnie, OR 52859",India,Canada,Business,2022-03-13,1602,HIGH
CUST_180,Edward Le,1957-10-18,"5540 Wilkerson Common, New Laura, MS 18191",Australia,Singapore,Business,2017-01-06,3494,MEDIUM
CUST_181,Charles Hendrix,2003-04-18,"382 Kenneth Parks Apt. 274, North Josephborough, MT 13692",Australia,UK,Individual,2021-02-02,2006,LOW
CUST_182,Carla Cox,1948-08-24,"730 Joshua Pine Suite 528, Paulmouth, VI 62915",Canada,Germany,Business,2021-01-15,2024,MEDIUM
CUST_183,Nancy Dawson,1962-08-22,"06153 Davis Divide, West Gabriel, NY 73485",Germany,Germany,Business,2026-03-25,129,LOW
CUST_184,Summer Bailey,2002-03-29,"908 Ortiz Locks, East Bradley, PR 34949",France,Australia,Business,2020-07-16,2207,MEDIUM
CUST_185,Sarah Butler,1999-09-05,"37970 Mary Flat, Robinsonbury, WA 73612",UAE,USA,Business,2019-05-20,2630,HIGH
CUST_186,Alexandria Simmons,2005-07-03,"44184 Thompson Mountains Suite 931, Kathyton, MO 41008",Brazil,Brazil,Business,2019-01-16,2754,HIGH
CUST_187,Todd Davis,1953-05-22,"USNV Lambert, FPO AE 71519",Singapore,France,Individual,2021-01-11,2028,HIGH
CUST_188,Bradley Nash,1946-08-10,"150 Theresa Course Apt. 715, Port Darleneton, MA 55513",Singapore,UAE,Individual,2020-02-12,2362,HIGH
CUST_189,William Stevens,1961-03-30,"443 Wood Pass, Rossport, KS 12973",Australia,Australia,Individual,2018-03-13,3063,MEDIUM
