customer_id,customer_name,date_of_birth,address,country,nationality,customer_type,account_created_date,account_age_days,risk_rating,age,watchlist_match,total_transactions,total_amount,avg_transaction_amount,max_transaction_amount,international_transactions
CUST_50,Belinda Maldonado,1969-05-01,"Unit 0444 Box 3979, DPO AA 53050",UAE,Australia,Business,2021-10-19,1747,1,57,0,5.0,110305.04999999999,22061.01,37183.09,4.0
CUST_51,Stephen Chang,1957-10-24,"6796 Donaldson Hollow, South Tammy, UT 52691",India,USA,Business,2021-01-14,2025,0,69,0,3.0,610553.9,203517.96666666667,589239.0,2.0
CUST_52,Amanda Holder DVM,1967-12-29,"37729 Walsh Ferry, Melissabury, DC 81514",Singapore,Germany,Business,2018-12-16,2785,0,59,0,4.0,177958.03,44489.5075,48606.58,4.0
CUST_53,Matthew Ingram,1993-01-05,"9607 Frazier Valley Apt. 879, Brownville, MN 49773",UAE,UK,Business,2020-07-27,2196,0,33,0,4.0,119723.75,29930.9375,47539.67,3.0
CUST_54,Carl Kennedy,1995-01-29,"54959 Katherine Mountains, Lake Lindsayborough, WI 65709",UAE,Singapore,Business,2019-04-12,2668,1,31,0,6.0,167102.11,27850.351666666666,47234.92,6.0
CUST_55,Ellen Rocha,1999-03-25,"7492 Wolf Port Suite 780, New Adamport, CA 23913",UAE,UAE,Individual,2019-06-21,2598,1,27,0,7.0,767862.56,109694.65142857144,635640.0,6.0
CUST_56,Kirk Henderson,1948-04-11,"471 Lloyd Forks Suite 930, Stephaniechester, MH 97901",Australia,Canada,Business,2021-03-26,1954,2,78,0,6.0,162088.03,27014.671666666665,48553.24,5.0
CUST_57,Aaron Torres,1969-10-01,"037 Eduardo Streets, Lake Peterport, LA 11062",USA,France,Business,2019-07-03,2586,1,57,0,3.0,350748.15,116916.05,300665.0,3.0
CUST_58,Miss Norma Walsh,1947-04-04,"7435 Alex Isle, Davidmouth, TX 29959",Germany,Brazil,Individual,2020-01-17,2388,0,79,0,4.0,97491.42,24372.855,48588.26,4.0
CUST_59,Eugene Lutz,1949-09-13,"3153 Jose Rest Apt. 149, Matthewberg, PA 40128",Germany,Singapore,Business,2017-06-17,3332,1,77,0,2.0,16996.670000000002,8498.335000000001,12412.36,2.0
CUST_60,Joel Roth,2002-06-13,"56408 Joseph Tunnel Apt. 294, North Sarahmouth, OK 39792",Singapore,Singapore,Business,2019-04-17,2663,0,24,0,3.0,58664.06,19554.686666666665,29729.82,2.0
CUST_61,Leslie Klein,1956-02-27,"PSC 0893, Box 7326, APO AE 55264",Canada,Australia,Individual,2021-06-03,1885,1,70,0,6.0,191494.39,31915.73166666667,45801.22,6.0
CUST_62,Scott Gillespie,1980-04-18,"2194 Morton Flat Apt. 543, North Philip, MP 09455",Singapore,Brazil,Business,2017-02-19,3450,2,46,0,3.0,76021.94,25340.646666666667,35775.2,3.0
CUST_63,Martha Bryan,1973-07-16,"8781 Olson Parks Suite 691, Oliviabury, MA 49718",Canada,Australia,Individual,2019-11-22,2444,1,53,0,3.0,105280.38,35093.46,43440.15,3.0
CUST_64,Russell Shields,2007-04-15,"88450 Sanchez Causeway, Lake Kelli, SD 57841",Brazil,UK,Individual,2023-08-15,1082,2,19,0,3.0,44098.33,14699.443333333335,39875.18,3.0
CUST_65,Robert Gonzalez,1985-04-29,"0455 Boyd Wells, West Michelleside, WV 09451",France,France,Business,2024-01-18,926,1,41,0,2.0,83917.35,41958.675,43207.04,2.0
CUST_66,Hannah Baker,1953-04-07,"7714 Chelsea Cliff Apt. 624, Danielstad, PA 97902",USA,Australia,Business,2021-07-31,1827,2,73,1,3.0,60874.630000000005,20291.543333333335,35445.33,3.0
CUST_67,Megan Swanson,1955-12-03,"732 Stewart Cliffs Suite 878, North Brandyside, NJ 69514",Canada,UK,Business,2024-12-29,580,0,71,0,5.0,99929.22,19985.844,42720.98,5.0
CUST_68,Carrie Reed,1957-07-02,"4805 Steven Forest Suite 183, West Todd, OH 75647",Australia,India,Business,2020-01-15,2390,2,69,0,4.0,82746.43000000001,20686.607500000002,40442.69,4.0
CUST_69,Lori Cooper,1987-09-11,"79695 Heather Island, Scottview, NM 75884",UAE,Australia,Business,2022-05-23,1531,1,39,0,5.0,102828.79000000001,20565.758,43421.41,4.0
CUST_70,Ashley Martinez,1946-07-06,"31699 Shelia Pines, Port Laurahaven, OR 47602",Canada,France,Individual,2022-04-07,1577,1,80,0,10.0,247652.50000000003,24765.250000000004,43577.4,8.0
CUST_71,Wendy Cole,1981-07-03,"7922 Stanley Unions Apt. 075, New Colton, ME 49079",Brazil,UAE,Business,2017-01-27,3473,2,45,0,4.0,129746.79000000001,32436.697500000002,45957.72,4.0
CUST_72,Roger Quinn,1978-08-18,"09877 Ian Green Apt. 198, Ryanland, IL 95969",France,USA,Business,2020-12-07,2063,0,48,0,5.0,71443.42,14288.684,29190.38,5.0
CUST_73,Brandon Saunders,1998-09-29,"3855 Johnson Via, Davishaven, MI 53227",Canada,India,Business,2016-08-07,3646,1,28,0,3.0,523139.82,174379.94,480357.0,3.0
CUST_74,Heather Perry,1948-08-09,"390 Eric Square, Averyport, TN 65949",USA,India,Individual,2017-10-01,3226,1,78,0,2.0,35102.78,17551.39,23038.06,2.0
CUST_75,Emily Perry,1957-04-24,"94540 Baldwin Grove Apt. 803, Patriciabury, IA 24301",Germany,Brazil,Business,2024-05-15,808,2,69,0,7.0,205413.07,29344.72428571429,45828.58,7.0
CUST_76,Gary Cox,1973-02-14,"20758 Stephanie Courts, Kevinton, NY 90456",India,Canada,Individual,2024-09-07,693,2,53,0,5.0,832487.9299999999,166497.58599999998,728751.0,5.0
CUST_77,Michael Garcia,1970-02-04,"87836 Rachel Shoals Suite 388, North Laura, AL 81956",UAE,France,Business,2019-06-02,2617,0,56,0,7.0,179975.88999999998,25710.841428571428,43750.85,4.0
CUST_78,Tracy Owens,1951-07-03,"05713 Leslie Parks, Port Andrealand, MS 28169",France,UAE,Individual,2019-09-24,2503,2,75,0,3.0,66805.92,22268.64,49360.89,3.0
CUST_79,Tracy Dawson,1956-03-14,"52689 Patricia Mews Apt. 410, South Rebeccashire, VI 26402",Canada,Canada,Business,2017-01-14,3486,1,70,1,4.0,84809.02,21202.255,36366.94,4.0
CUST_80,David White,1996-09-07,"513 David Mall Apt. 041, Wallsview, NM 81657",India,Singapore,Business,2019-09-14,2513,2,30,1,1.0,18197.08,18197.08,18197.08,1.0
CUST_81,John Estrada,1977-08-20,"879 Long Lakes Suite 762, Jameshaven, NY 28753",France,UK,Business,2023-02-07,1271,1,49,0,5.0,89156.62,17831.324,34663.14,4.0
CUST_82,Todd Williams,1985-03-08,"3048 Emily Crest, Hernandezfurt, WY 17288",Singapore,Canada,Individual,2019-09-26,2501,0,41,0,8.0,1504788.72,188098.59,899687.0,6.0
CUST_83,Jillian Brown,1954-11-15,"57618 Johnston Land, Annettemouth, TN 35891",USA,Australia,Individual,2026-03-23,131,0,72,0,5.0,122512.09,24502.417999999998,42202.59,3.0
CUST_84,Jacqueline Thomas,1971-06-15,"Unit 5087 Box 2618, DPO AA 89387",Brazil,Canada,Business,2019-08-14,2544,2,55,0,5.0,106014.88,21202.976000000002,44192.36,4.0
CUST_85,Angela Sutton,1982-04-24,"77025 Clinton Extensions Suite 015, North Michelle, AK 44528",Singapore,India,Business,2019-07-09,2580,0,44,0,4.0,181223.49,45305.8725,49059.77,3.0
CUST_86,Brian Miller,1985-04-18,"229 Bryan Stream Apt. 715, Jacksonhaven, WV 02514",France,Canada,Individual,2023-11-08,997,2,41,0,9.0,199525.8,22169.533333333333,46748.49,9.0
CUST_87,Robert Ruiz,1988-12-07,"9136 Samantha Lakes, North Andreafort, ID 57796",USA,USA,Individual,2021-02-05,2003,1,38,0,4.0,167816.68,41954.17,45722.21,4.0
CUST_88,Grace Jones,1994-06-22,"USNS Bryant, FPO AP 18260",UAE,USA,Individual,2017-06-18,3331,1,32,0,8.0,211762.06,26470.2575,47824.21,7.0
CUST_89,Kendra Harris,1948-12-29,"06156 Joyce Cape Suite 516, Port Nicole, MA 04558",Singapore,Australia,Individual,2025-09-11,324,0,78,0,0.0,0.0,0.0,0.0,0.0
CUST_90,Dawn Ross,1996-08-30,"Unit 6921 Box 8874, DPO AA 18873",India,India,Business,2023-12-25,950,0,30,0,5.0,78562.38,15712.476,26406.48,5.0
CUST_91,Martha Vaughn,1987-09-12,"PSC 2958, Box 0419, APO AE 80181",USA,UK,Business,2018-06-04,2980,2,39,0,2.0,47383.54,23691.77,35052.0,1.0
CUST_92,Amanda Chen,1983-10-02,"128 Soto Burgs Suite 621, Ramosmouth, PR 07414",UAE,France,Business,2023-07-15,1113,2,43,0,6.0,176113.89,29352.315000000002,37860.12,6.0
CUST_93,James Jackson,2006-10-21,"772 Benjamin Lakes Suite 941, Hugheston, TN 49944",France,Singapore,Individual,2019-05-12,2638,2,20,0,8.0,224505.32,28063.165,46416.93,8.0
CUST_94,Gregg Bailey,1977-04-11,"411 Breanna Run Suite 084, Vasquezstad, MS 31754",Canada,Germany,Individual,2023-03-14,1236,1,49,0,6.0,170635.73,28439.288333333334,32830.69,4.0
CUST_95,Matthew Campbell,1991-07-06,"2181 Lauren Track Suite 256, Braunport, LA 71917",India,Brazil,Business,2025-09-18,317,0,35,0,3.0,67375.55,22458.516666666666,34318.4,2.0
CUST_96,Dawn Wells,1973-10-08,"68058 Jeremy Fords Apt. 009, Mitchellshire, FM 79548",Brazil,USA,Business,2020-02-03,2371,2,53,1,6.0,188405.37,31400.895,47470.42,6.0
CUST_97,Michael Nunez,1965-01-15,"867 Lisa Stravenue, Bakermouth, NJ 83195",UAE,Brazil,Individual,2024-02-04,909,2,61,0,5.0,69080.37,13816.073999999999,42292.48,5.0
CUST_98,Joshua Hensley,1975-02-15,"5127 Kevin Tunnel Suite 395, Brittanyberg, DC 82206",UK,Brazil,Business,2017-03-21,3420,1,51,0,5.0,108579.7,21715.94,41362.03,5.0
CUST_99,Amy Chavez,1954-07-01,"051 Michael Roads, New Susan, VA 83771",UAE,USA,Individual,2025-01-28,550,0,72,0,6.0,235630.49,39271.74833333333,47407.92,5.0
CUST_100,Kathryn Brown,1950-02-28,"9169 Mary Curve Suite 022, Williammouth, VA 97526",France,France,Business,2025-05-18,440,1,76,0,6.0,157258.04,26209.673333333336,45991.44,4.0
CUST_101,Alex Martin,1956-06-30,"270 William Branch Suite 665, New Ronald, AZ 04768",Canada,Australia,Business,2020-08-27,2165,2,70,0,9.0,215483.61000000002,23942.623333333337,45816.16,7.0
CUST_102,George Clements,1955-01-03,"832 Armstrong Drives, East Hannahshire, KS 15741",France,USA,Business,2025-05-07,451,1,71,0,6.0,146107.58,24351.263333333332,44947.66,5.0
CUST_103,Megan Cruz,2003-07-23,"08354 Olivia Square Suite 982, Foxshire, ID 67964",USA,Germany,Individual,2024-10-05,665,0,23,0,7.0,151212.75,21601.821428571428,46998.67,6.0
CUST_104,Kelly Mendoza,2007-10-11,"05755 Allison Ford, North Carmenview, GU 15944",Canada,India,Individual,2025-02-25,522,0,19,0,9.0,282790.66,31421.184444444443,47542.27,9.0
CUST_105,Lisa Lane,1967-12-14,"2462 Sharon Bridge, Garrettville, RI 80427",Singapore,Canada,Individual,2018-01-05,3130,1,59,0,4.0,157738.28,39434.57,49019.29,4.0
CUST_106,Tanya Bradley,1957-05-24,"515 David Bridge Suite 485, Michellehaven, VA 71190",Brazil,France,Business,2025-07-31,366,2,69,0,6.0,115428.60999999999,19238.101666666666,47397.84,4.0
CUST_107,Richard Johnson,1949-10-31,"927 Black Glen, West Tracy, MO 00597",Canada,India,Individual,2021-02-14,1994,1,77,0,2.0,48629.3,24314.65,39706.72,2.0
CUST_108,Theresa Jones,1973-01-21,"29311 Jones Loaf Apt. 279, East Ashleyland, UT 12013",UK,India,Individual,2018-10-29,2833,0,53,0,4.0,160747.58000000002,40186.895000000004,49875.26,3.0
CUST_109,Kimberly Campbell,1977-10-29,"6635 Burch Crest Apt. 879, Goodmanchester, PA 37824",Singapore,Canada,Individual,2020-11-05,2095,1,49,0,0.0,0.0,0.0,0.0,0.0
CUST_110,Elizabeth Castaneda,1972-12-04,"700 Ortega Trail Suite 366, Port Katiebury, NY 98347",Singapore,Canada,Individual,2016-12-10,3521,0,54,0,9.0,224412.07,24934.674444444445,49691.06,9.0
CUST_111,Carlos Dennis,1999-11-09,"PSC 6604, Box 7366, APO AE 91721",Canada,Germany,Business,2017-10-02,3225,0,27,0,7.0,174174.65,24882.092857142856,47072.94,7.0
CUST_112,Christine Moore,1967-11-08,"242 Wesley Ville Apt. 069, Smithhaven, IL 47982",France,USA,Individual,2026-04-18,105,0,59,0,7.0,233306.85,33329.55,48883.42,7.0
CUST_113,John Bell,1946-07-14,"PSC 6297, Box 6840, APO AE 78439",USA,India,Business,2020-12-08,2062,2,80,0,5.0,172245.76,34449.152,47367.58,5.0
CUST_114,Patricia Bailey,1970-10-05,"578 Morgan Lodge, Joland, KS 43136",Canada,Germany,Business,2016-12-29,3502,0,56,0,1.0,31415.86,31415.86,31415.86,1.0
CUST_115,Robert Serrano,1953-08-17,"68204 Johnson Mews Apt. 811, Port Aaron, MO 60833",Singapore,Brazil,Business,2022-02-07,1636,0,73,0,2.0,27015.0,13507.5,16194.44,1.0
CUST_116,Jennifer Diaz,1955-04-15,"6704 Smith Mission, South Jacob, AK 58846",Canada,France,Business,2022-03-17,1598,0,71,0,7.0,186053.61,26579.08714285714,47905.07,7.0
CUST_117,Donald Ellis,1991-12-07,"40207 Wood Neck Suite 305, Bookerton, OR 88322",Canada,UK,Business,2025-12-03,241,2,35,0,2.0,15554.189999999999,7777.094999999999,11091.46,2.0
CUST_118,David Wright,2007-07-21,"90662 Melissa Divide Suite 779, New Sonyaburgh, MP 42278",Canada,Canada,Individual,2021-02-16,1992,0,19,0,6.0,127418.55,21236.425,45035.21,5.0
CUST_119,Joshua Oliver,1958-07-13,"214 Bonnie Islands, Jacobshire, MA 81662",UK,UAE,Individual,2017-01-23,3477,1,68,0,2.0,76409.60999999999,38204.80499999999,38509.09,2.0
CUST_120,Haley King DDS,1978-05-03,"92107 Steven Grove, Russellport, TN 24232",Australia,USA,Business,2018-01-23,3112,2,48,0,5.0,87835.31,17567.061999999998,36897.97,4.0
CUST_121,Melissa Horne,1974-01-23,"62323 James Ports Apt. 891, South Tonystad, MD 74718",Canada,France,Business,2019-03-18,2693,0,52,0,3.0,13347.7,4449.233333333334,5201.05,2.0
CUST_122,Michael Burnett,1955-03-21,"470 Bauer Ramp, Bettyborough, HI 00597",Brazil,Brazil,Business,2019-03-04,2707,0,71,1,8.0,216914.65999999997,27114.332499999997,48343.59,7.0
CUST_123,Nicholas Thompson,1974-01-17,"896 Burgess Gardens Suite 518, New Shannonchester, LA 16653",France,India,Individual,2020-06-23,2230,0,52,0,2.0,40961.22,20480.61,29060.02,2.0
CUST_124,Amanda Moyer,1949-01-10,"970 Good Court Suite 759, Foleychester, PW 52820",Germany,UAE,Individual,2018-05-09,3006,1,77,0,0.0,0.0,0.0,0.0,0.0
CUST_125,Tiffany Salazar MD,1994-02-01,"3347 Vaughn Forges, West Angelashire, NY 75970",Germany,UAE,Business,2021-04-04,1945,1,32,0,8.0,450222.76,56277.845,248629.0,7.0
CUST_126,Ryan Cole,1947-02-26,"73603 Shaw Crossroad, New Bradley, VA 26052",India,USA,Individual,2026-01-17,196,0,79,0,4.0,131037.67,32759.4175,47793.18,4.0
CUST_127,Renee Rivas,1951-01-21,"351 Rose Road Suite 234, Cooperton, NM 10790",Singapore,Brazil,Business,2025-01-23,555,2,75,0,4.0,65048.45,16262.1125,25761.03,4.0
CUST_128,Katherine Davis,1954-10-15,"963 Henry Canyon Apt. 106, New Gregory, WI 54934",Singapore,UK,Individual,2020-09-26,2135,0,72,0,6.0,112543.41,18757.235,42368.62,5.0
CUST_129,Michael Ferguson,1969-09-07,"9601 Julia Circle Apt. 297, Websterstad, CA 33374",Australia,Singapore,Individual,2017-08-21,3267,1,57,0,7.0,542316.88,77473.84,385140.0,6.0
CUST_130,Eileen Ruiz,1989-09-18,"983 Eric Heights Suite 211, East Alexander, MH 36455",UAE,Australia,Business,2017-04-09,3401,0,37,0,2.0,70968.73000000001,35484.365000000005,41441.98,2.0
CUST_131,Yvonne Moody MD,2005-06-23,"25099 Samantha Ferry, New Scottfort, DE 83312",India,Canada,Business,2021-12-18,1687,1,21,0,7.0,135713.34,19387.62,46337.61,4.0
CUST_132,Stephanie Washington,1961-12-23,"5698 Daniel Crossing Suite 331, West Russellborough, NE 03807",UAE,UAE,Business,2023-09-26,1040,0,65,0,2.0,79497.1,39748.55,41202.07,2.0
CUST_133,Dustin Snyder,1999-09-20,"43725 Cervantes Plaza Apt. 732, Williamschester, SC 26457",France,Singapore,Individual,2024-04-23,830,1,27,0,3.0,1054667.61,351555.87000000005,999514.0,3.0
CUST_134,Jacqueline Carson,1978-01-16,"76546 Watson Viaduct, Davidchester, KY 51784",Germany,Brazil,Individual,2026-02-27,155,1,48,0,6.0,181306.41999999998,30217.736666666664,45723.45,4.0
CUST_135,Diana Reeves,1969-06-11,"PSC 7360, Box 6193, APO AE 27289",Canada,USA,Business,2016-08-30,3623,2,57,0,7.0,190851.36,27264.48,41284.56,7.0
CUST_136,Lacey Sanchez,1966-04-30,"640 Brian Shores Apt. 590, Hernandezburgh, SC 01033",India,UAE,Business,2021-06-16,1872,1,60,0,3.0,58985.12,19661.70666666667,49383.0,3.0
CUST_137,Jesse Adkins,1960-07-28,"57228 Heather Camp, West Alicia, WA 11563",India,UK,Business,2023-12-16,959,1,66,0,6.0,165313.62,27552.27,44627.31,6.0
CUST_138,Joe Rogers,1971-10-21,"08975 Margaret Glen Apt. 359, Vegaland, AS 48336",Singapore,Canada,Individual,2026-05-01,92,2,55,0,4.0,89908.42,22477.105,34205.78,4.0
